StationID,TestMaterial,CompositeID,SampleDate,TeamNumber,ParameterCode,SampleCollectionTime,SampleType,LabRep,Qualifier,Result,Units,LabCode,Comments
GVWAT1,creek water,NA,2016-04-03,NA,conductivity,1899-12-31T10:40:00Z,average,NA,NA,2083,us,SBCK,NA
GVWAT1,creek water,NA,2016-04-03,NA,do,1899-12-31T10:40:00Z,average,NA,NA,6.49,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2016-04-03,NA,do % sat,1899-12-31T10:40:00Z,average,NA,NA,64.5,% sat,SBCK,NA
GVWAT1,creek water,NA,2016-04-03,NA,ph,1899-12-31T10:40:00Z,average,NA,NA,7.85,ph,SBCK,NA
GVWAT1,creek water,NA,2016-04-03,NA,temp,1899-12-31T10:40:00Z,average,NA,NA,15.5,deg c,SBCK,NA
GVWAT1,creek water,NA,2016-04-03,NA,turb,1899-12-31T10:40:00Z,average,NA,NA,3.13,ntu,SBCK,NA
GVWAT1,creek water,NA,2016-05-15,NA,conductivity,1899-12-31T10:20:00Z,average,NA,NA,2710,us,SBCK,NA
GVWAT1,creek water,NA,2016-05-15,NA,do,1899-12-31T10:20:00Z,average,NA,NA,6.44,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2016-05-15,NA,do % sat,1899-12-31T10:20:00Z,average,NA,NA,68.57,% sat,SBCK,NA
GVWAT1,creek water,NA,2016-05-15,NA,ph,1899-12-31T10:20:00Z,average,NA,NA,8.21,ph,SBCK,NA
GVWAT1,creek water,NA,2016-05-15,NA,temp,1899-12-31T10:20:00Z,average,NA,NA,18.4,deg c,SBCK,NA
GVWAT1,creek water,NA,2016-05-15,NA,turb,1899-12-31T10:20:00Z,average,NA,NA,11.47,ntu,SBCK,NA
GVWAT1,creek water,NA,2016-06-05,NA,conductivity,1899-12-31T10:30:00Z,average,NA,NA,2763,us,SBCK,NA
GVWAT1,creek water,NA,2016-06-05,NA,do,1899-12-31T10:30:00Z,average,NA,NA,3.8,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2016-06-05,NA,do % sat,1899-12-31T10:30:00Z,average,NA,NA,40.57,% sat,SBCK,NA
GVWAT1,creek water,NA,2016-06-05,NA,ph,1899-12-31T10:30:00Z,average,NA,NA,8.33,ph,SBCK,NA
GVWAT1,creek water,NA,2016-06-05,NA,temp,1899-12-31T10:30:00Z,average,NA,NA,18.6,deg c,SBCK,NA
GVWAT1,creek water,NA,2016-06-05,NA,turb,1899-12-31T10:30:00Z,average,NA,NA,11.4,ntu,SBCK,NA
GVWAT1,creek water,NA,2016-07-10,NA,conductivity,1899-12-31T10:25:00Z,average,NA,NA,2843,us,SBCK,NA
GVWAT1,creek water,NA,2016-07-10,NA,do,1899-12-31T10:25:00Z,average,NA,NA,3.05,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2016-07-10,NA,do % sat,1899-12-31T10:25:00Z,average,NA,NA,33.93,% sat,SBCK,NA
GVWAT1,creek water,NA,2016-07-10,NA,ph,1899-12-31T10:25:00Z,average,NA,NA,8.31,ph,SBCK,NA
GVWAT1,creek water,NA,2016-07-10,NA,temp,1899-12-31T10:25:00Z,average,NA,NA,20.8,deg c,SBCK,NA
GVWAT1,creek water,NA,2016-07-10,NA,turb,1899-12-31T10:25:00Z,average,NA,NA,8.2,ntu,SBCK,NA
GVWAT1,creek water,NA,2016-08-07,NA,conductivity,1899-12-31T11:12:00Z,average,NA,NA,2807,us,SBCK,NA
GVWAT1,creek water,NA,2016-08-07,NA,do,1899-12-31T11:12:00Z,average,NA,NA,3.07,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2016-08-07,NA,do % sat,1899-12-31T11:12:00Z,average,NA,NA,34.77,% sat,SBCK,NA
GVWAT1,creek water,NA,2016-08-07,NA,ph,1899-12-31T11:12:00Z,average,NA,NA,8.07,ph,SBCK,NA
GVWAT1,creek water,NA,2016-08-07,NA,temp,1899-12-31T11:12:00Z,average,NA,NA,21.3,deg c,SBCK,NA
GVWAT1,creek water,NA,2016-08-07,NA,turb,1899-12-31T11:12:00Z,average,NA,NA,9.58,ntu,SBCK,NA
GVWAT1,creek water,NA,2016-09-11,NA,conductivity,1899-12-31T10:37:00Z,average,NA,NA,2710,us,SBCK,NA
GVWAT1,creek water,NA,2016-09-11,NA,do,1899-12-31T10:37:00Z,average,NA,NA,2.89,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2016-09-11,NA,do % sat,1899-12-31T10:37:00Z,average,NA,NA,31.17,% sat,SBCK,NA
GVWAT1,creek water,NA,2016-09-11,NA,ph,1899-12-31T10:37:00Z,average,NA,NA,8.12,ph,SBCK,NA
GVWAT1,creek water,NA,2016-09-11,NA,temp,1899-12-31T10:37:00Z,average,NA,NA,19.4,deg c,SBCK,NA
GVWAT1,creek water,NA,2016-09-11,NA,turb,1899-12-31T10:37:00Z,average,NA,NA,5.93,ntu,SBCK,NA
GVWAT1,creek water,NA,2016-10-09,NA,conductivity,1899-12-31T10:45:00Z,average,NA,NA,2880,us,SBCK,NA
GVWAT1,creek water,NA,2016-10-09,NA,do,1899-12-31T10:45:00Z,average,NA,NA,3.3,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2016-10-09,NA,do % sat,1899-12-31T10:45:00Z,average,NA,NA,33.13,% sat,SBCK,NA
GVWAT1,creek water,NA,2016-10-09,NA,ph,1899-12-31T10:45:00Z,average,NA,NA,8.27,ph,SBCK,NA
GVWAT1,creek water,NA,2016-10-09,NA,temp,1899-12-31T10:45:00Z,average,NA,NA,15.7,deg c,SBCK,NA
GVWAT1,creek water,NA,2016-10-09,NA,turb,1899-12-31T10:45:00Z,average,NA,NA,6.02,ntu,SBCK,NA
GVWAT1,creek water,NA,2016-11-06,NA,conductivity,1899-12-31T10:22:00Z,average,NA,NA,1160,us,SBCK,NA
GVWAT1,creek water,NA,2016-11-06,NA,do,1899-12-31T10:22:00Z,average,NA,NA,5.09,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2016-11-06,NA,do % sat,1899-12-31T10:22:00Z,average,NA,NA,49.53,% sat,SBCK,NA
GVWAT1,creek water,NA,2016-11-06,NA,ph,1899-12-31T10:22:00Z,average,NA,NA,7.84,ph,SBCK,NA
GVWAT1,creek water,NA,2016-11-06,NA,temp,1899-12-31T10:22:00Z,average,NA,NA,14.4,deg c,SBCK,NA
GVWAT1,creek water,NA,2016-11-06,NA,turb,1899-12-31T10:22:00Z,average,NA,NA,2.58,ntu,SBCK,NA
GVWAT1,creek water,NA,2016-12-04,NA,conductivity,1899-12-31T10:25:00Z,average,NA,NA,1015,us,SBCK,NA
GVWAT1,creek water,NA,2016-12-04,NA,do,1899-12-31T10:25:00Z,average,NA,NA,5.89,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2016-12-04,NA,do % sat,1899-12-31T10:25:00Z,average,NA,NA,49.73,% sat,SBCK,NA
GVWAT1,creek water,NA,2016-12-04,NA,ph,1899-12-31T10:25:00Z,average,NA,NA,7.83,ph,SBCK,NA
GVWAT1,creek water,NA,2016-12-04,NA,temp,1899-12-31T10:25:00Z,average,NA,NA,8.2,deg c,SBCK,NA
GVWAT1,creek water,NA,2016-12-04,NA,turb,1899-12-31T10:25:00Z,average,NA,NA,28.43,ntu,SBCK,NA
GVWAT1,creek water,NA,2017-01-08,1,conductivity,1899-12-31T10:20:00Z,average,NA,NA,3360,us,SBCK,Rain
GVWAT1,creek water,NA,2017-01-08,1,do,1899-12-31T10:20:00Z,average,NA,NA,4.43,mg/l ppm,SBCK,Rain
GVWAT1,creek water,NA,2017-01-08,1,do % sat,1899-12-31T10:20:00Z,average,NA,NA,42.7,% sat,SBCK,Rain
GVWAT1,creek water,NA,2017-01-08,1,ph,1899-12-31T10:20:00Z,average,NA,NA,7.66,ph,SBCK,Rain
GVWAT1,creek water,NA,2017-01-08,1,temp,1899-12-31T10:20:00Z,average,NA,NA,14.3,deg c,SBCK,Rain
GVWAT1,creek water,NA,2017-01-08,NA,turb,1899-12-31T10:20:00Z,average,NA,NA,29.43,ntu,SBCK,Rain
GVWAT1,creek water,NA,2017-02-05,1,conductivity,1899-12-31T10:30:00Z,average,NA,NA,1489,us,SBCK,NA
GVWAT1,creek water,NA,2017-02-05,1,do,1899-12-31T10:30:00Z,average,NA,NA,10.35,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2017-02-05,1,do % sat,1899-12-31T10:30:00Z,average,NA,NA,101.63,% sat,SBCK,NA
GVWAT1,creek water,NA,2017-02-05,1,ph,1899-12-31T10:30:00Z,average,NA,NA,7.77,ph,SBCK,NA
GVWAT1,creek water,NA,2017-02-05,1,temp,1899-12-31T10:30:00Z,average,NA,NA,14.8,deg c,SBCK,NA
GVWAT1,creek water,NA,2017-02-05,turb,turb,1899-12-31T10:30:00Z,average,NA,NA,8.24,ntu,SBCK,NA
GVWAT1,creek water,NA,2017-03-05,1,conductivity,1899-12-31T10:30:00Z,average,NA,NA,1481,us,SBCK,Rain
GVWAT1,creek water,NA,2017-03-05,1,do,1899-12-31T10:30:00Z,average,NA,NA,10.4,mg/l ppm,SBCK,Rain
GVWAT1,creek water,NA,2017-03-05,1,do % sat,1899-12-31T10:30:00Z,average,NA,NA,98.8,% sat,SBCK,Rain
GVWAT1,creek water,NA,2017-03-05,1,ph,1899-12-31T10:30:00Z,average,NA,NA,7.96,ph,SBCK,Rain
GVWAT1,creek water,NA,2017-03-05,1,temp,1899-12-31T10:30:00Z,average,NA,NA,13.3,deg c,SBCK,Rain
GVWAT1,creek water,NA,2017-03-05,turb,turb,1899-12-31T10:30:00Z,average,NA,NA,2.57,ntu,SBCK,Rain
GVWAT1,creek water,NA,2017-04-02,1,conductivity,1899-12-31T10:25:00Z,average,NA,NA,2703,us,SBCK,Rain
GVWAT1,creek water,NA,2017-04-02,1,do,1899-12-31T10:25:00Z,average,NA,NA,11.33,mg/l ppm,SBCK,Rain
GVWAT1,creek water,NA,2017-04-02,1,do % sat,1899-12-31T10:25:00Z,average,NA,NA,117.53,% sat,SBCK,Rain
GVWAT1,creek water,NA,2017-04-02,1,ph,1899-12-31T10:25:00Z,average,NA,NA,7.83,ph,SBCK,Rain
GVWAT1,creek water,NA,2017-04-02,1,temp,1899-12-31T10:25:00Z,average,NA,NA,17.5,deg c,SBCK,Rain
GVWAT1,creek water,NA,2017-04-02,turb,turb,1899-12-31T10:25:00Z,average,NA,NA,2.06,ntu,SBCK,Rain
GVWAT1,creek water,NA,2017-05-07,1,conductivity,1899-12-31T11:00:00Z,average,NA,NA,1958,us,SBCK,Rain
GVWAT1,creek water,NA,2017-05-07,1,do,1899-12-31T11:00:00Z,average,NA,NA,8.44,mg/l ppm,SBCK,Rain
GVWAT1,creek water,NA,2017-05-07,1,do % sat,1899-12-31T11:00:00Z,average,NA,NA,88.23,% sat,SBCK,Rain
GVWAT1,creek water,NA,2017-05-07,1,ph,1899-12-31T11:00:00Z,average,NA,NA,7.87,ph,SBCK,Rain
GVWAT1,creek water,NA,2017-05-07,1,temp,1899-12-31T11:00:00Z,average,NA,NA,17.5,deg c,SBCK,Rain
GVWAT1,creek water,NA,2017-05-07,turb,turb,1899-12-31T11:00:00Z,average,NA,NA,1.22,ntu,SBCK,Rain
GVWAT1,creek water,NA,2017-06-04,1,conductivity,1899-12-31T10:25:00Z,average,NA,NA,1851,us,SBCK,NA
GVWAT1,creek water,NA,2017-06-04,1,do,1899-12-31T10:25:00Z,average,NA,NA,12.03,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2017-06-04,1,do % sat,1899-12-31T10:25:00Z,average,NA,NA,132.33,% sat,SBCK,NA
GVWAT1,creek water,NA,2017-06-04,1,ph,1899-12-31T10:25:00Z,average,NA,NA,8.07,ph,SBCK,NA
GVWAT1,creek water,NA,2017-06-04,1,temp,1899-12-31T10:25:00Z,average,NA,NA,20.1,deg c,SBCK,NA
GVWAT1,creek water,NA,2017-06-04,turb,turb,1899-12-31T10:25:00Z,average,NA,NA,3.4,ntu,SBCK,NA
GVWAT1,creek water,NA,2017-07-09,1,conductivity,1899-12-31T10:25:00Z,average,NA,NA,3007,us,SBCK,NA
GVWAT1,creek water,NA,2017-07-09,1,do,1899-12-31T10:25:00Z,average,NA,NA,13.26,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2017-07-09,1,do % sat,1899-12-31T10:25:00Z,average,NA,NA,155.83,% sat,SBCK,NA
GVWAT1,creek water,NA,2017-07-09,1,ph,1899-12-31T10:25:00Z,average,NA,NA,8.4,ph,SBCK,NA
GVWAT1,creek water,NA,2017-07-09,1,temp,1899-12-31T10:25:00Z,average,NA,NA,23.4,deg c,SBCK,NA
GVWAT1,creek water,NA,2017-07-09,turb,turb,1899-12-31T10:25:00Z,average,NA,NA,2.77,ntu,SBCK,NA
GVWAT1,creek water,NA,2017-08-30,3,conductivity,1899-12-31T12:03:00Z,average,NA,NA,3683,us,SBCK,NA
GVWAT1,creek water,NA,2017-08-30,3,do,1899-12-31T12:03:00Z,average,NA,NA,5.55,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2017-08-30,3,do % sat,1899-12-31T12:03:00Z,average,NA,NA,64.83,% sat,SBCK,NA
GVWAT1,creek water,NA,2017-08-30,3,ph,1899-12-31T12:03:00Z,average,NA,NA,8.12,ph,SBCK,NA
GVWAT1,creek water,NA,2017-08-30,3,temp,1899-12-31T12:03:00Z,average,NA,NA,22.8,deg c,SBCK,NA
GVWAT1,creek water,NA,2017-08-30,turb,turb,1899-12-31T12:03:00Z,average,NA,NA,5.65,ntu,SBCK,NA
GVWAT1,creek water,NA,2017-09-10,2,conductivity,1899-12-31T11:25:00Z,average,NA,NA,3637,us,SBCK,NA
GVWAT1,creek water,NA,2017-09-10,2,do,1899-12-31T11:25:00Z,average,NA,NA,2.54,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2017-09-10,2,do % sat,1899-12-31T11:25:00Z,average,NA,NA,29.2,% sat,SBCK,NA
GVWAT1,creek water,NA,2017-09-10,2,ph,1899-12-31T11:25:00Z,average,NA,NA,8.23,ph,SBCK,NA
GVWAT1,creek water,NA,2017-09-10,2,temp,1899-12-31T11:25:00Z,average,NA,NA,21.1,deg c,SBCK,NA
GVWAT1,creek water,NA,2017-09-10,turb,turb,1899-12-31T11:25:00Z,average,NA,NA,1.75,ntu,SBCK,NA
GVWAT1,creek water,NA,2017-10-01,3,conductivity,1899-12-31T11:15:00Z,average,NA,NA,3243,us,SBCK,NA
GVWAT1,creek water,NA,2017-10-01,3,do,1899-12-31T11:15:00Z,average,NA,NA,8.36,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2017-10-01,3,do % sat,1899-12-31T11:15:00Z,average,NA,NA,88.9,% sat,SBCK,NA
GVWAT1,creek water,NA,2017-10-01,3,ph,1899-12-31T11:15:00Z,average,NA,NA,8.33,ph,SBCK,NA
GVWAT1,creek water,NA,2017-10-01,3,temp,1899-12-31T11:15:00Z,average,NA,NA,18.3,deg c,SBCK,NA
GVWAT1,creek water,NA,2017-10-01,turb,turb,1899-12-31T11:15:00Z,average,NA,NA,2.49,ntu,SBCK,NA
GVWAT1,creek water,NA,2017-11-05,2,conductivity,1899-12-31T11:05:00Z,average,NA,NA,3870,us,SBCK,NA
GVWAT1,creek water,NA,2017-11-05,2,do,1899-12-31T11:05:00Z,average,NA,NA,10.34,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2017-11-05,2,do % sat,1899-12-31T11:05:00Z,average,NA,NA,103.3,% sat,SBCK,NA
GVWAT1,creek water,NA,2017-11-05,2,ph,1899-12-31T11:05:00Z,average,NA,NA,8.33,ph,SBCK,NA
GVWAT1,creek water,NA,2017-11-05,2,temp,1899-12-31T11:05:00Z,average,NA,NA,15.7,deg c,SBCK,NA
GVWAT1,creek water,NA,2017-11-05,turb,turb,1899-12-31T11:05:00Z,average,NA,NA,5.59,ntu,SBCK,NA
GVWAT1,creek water,NA,2017-12-03,1,conductivity,1899-12-31T10:30:00Z,average,NA,NA,2700,us,SBCK,NA
GVWAT1,creek water,NA,2017-12-03,1,do,1899-12-31T10:30:00Z,average,NA,NA,6.33,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2017-12-03,1,do % sat,1899-12-31T10:30:00Z,average,NA,NA,56.4,% sat,SBCK,NA
GVWAT1,creek water,NA,2017-12-03,1,ph,1899-12-31T10:30:00Z,average,NA,NA,8.15,ph,SBCK,NA
GVWAT1,creek water,NA,2017-12-03,1,temp,1899-12-31T10:30:00Z,average,NA,NA,10.6,deg c,SBCK,NA
GVWAT1,creek water,NA,2017-12-03,turb,turb,1899-12-31T10:30:00Z,average,NA,NA,1.99,ntu,SBCK,NA
GVWAT1,creek water,NA,2018-01-07,1,conductivity,1899-12-31T10:25:00Z,average,NA,NA,5937,us,SBCK,NA
GVWAT1,creek water,NA,2018-01-07,1,do,1899-12-31T10:25:00Z,average,NA,NA,3.72,mg/l ppm,SBCK,NA
GVWAT1,creek water,NA,2018-01-07,1,do % sat,1899-12-31T10:25:00Z,average,NA,NA,35.8,% sat,SBCK,NA
GVWAT1,creek water,NA,2018-01-07,1,ph,1899-12-31T10:25:00Z,average,NA,NA,7.82,ph,SBCK,NA
GVWAT1,creek water,NA,2018-01-07,1,temp,1899-12-31T10:25:00Z,average,NA,NA,14.2,deg c,SBCK,NA
GVWAT1,creek water,NA,2018-01-07,turb,turb,1899-12-31T10:25:00Z,average,NA,NA,3.64,ntu,SBCK,NA
GVWAT1,creek water,NA,2018-02-04,1,conductivity,1899-12-31T10:25:00Z,average,NA,NA,1895,us,SBCK,NA
GVWAT1,creek water,NA,2018-02-04,1,ph,1899-12-31T10:25:00Z,average,NA,NA,8.03,ph,SBCK,NA
GVWAT1,creek water,NA,2018-02-04,turb,turb,1899-12-31T10:25:00Z,average,NA,NA,3.47,ntu,SBCK,NA
GVWAT1,creek water,NA,2018-03-04,1,conductivity,1899-12-31T10:25:00Z,average,NA,NA,901,us,SBCK,Recent Rain
GVWAT1,creek water,NA,2018-03-04,1,do,1899-12-31T10:25:00Z,average,NA,NA,8.4,mg/l ppm,SBCK,Recent Rain
GVWAT1,creek water,NA,2018-03-04,1,do % sat,1899-12-31T10:25:00Z,average,NA,NA,77.3,% sat,SBCK,Recent Rain
GVWAT1,creek water,NA,2018-03-04,1,ph,1899-12-31T10:25:00Z,average,NA,NA,7.72,ph,SBCK,Recent Rain
GVWAT1,creek water,NA,2018-03-04,1,temp,1899-12-31T10:25:00Z,average,NA,NA,12.2,deg c,SBCK,Recent Rain
GVWAT1,creek water,NA,2018-03-04,turb,turb,1899-12-31T10:25:00Z,average,NA,NA,5.15,ntu,SBCK,Recent Rain
GVWAT2,creek water,NA,2002-06-02,NA,conductivity,1899-12-31T11:15:00Z,average,TRUE,NA,2530,us,SBCK,NA
GVWAT2,creek water,NA,2002-06-02,NA,do,1899-12-31T11:15:00Z,average,TRUE,NA,6.61,mg/l ppm,SBCK,NA
GVWAT2,creek water,NA,2002-06-02,NA,do % sat,1899-12-31T11:15:00Z,average,TRUE,NA,70.17,% sat,SBCK,NA
GVWAT2,creek water,NA,2002-06-02,NA,ph,1899-12-31T11:15:00Z,average,TRUE,NA,7.83,ph,SBCK,NA
GVWAT2,creek water,NA,2002-06-02,NA,temp,1899-12-31T11:15:00Z,average,TRUE,NA,18.4,deg c,SBCK,NA
GVWAT2,creek water,NA,2002-06-02,NA,temp,1899-12-31T11:15:00Z,average,TRUE,NA,18.63,deg c,SBCK,NA
GVWAT2,creek water,NA,2002-06-02,NA,turb,1899-12-31T11:15:00Z,average,TRUE,NA,1.7,ntu,SBCK,NA
GVWAT2,creek water,NA,2002-07-07,NA,conductivity,1899-12-31T12:27:00Z,average,TRUE,NA,1708,us,SBCK,NA
GVWAT2,creek water,NA,2002-07-07,NA,do,1899-12-31T12:27:00Z,average,TRUE,NA,7.26,mg/l ppm,SBCK,NA
GVWAT2,creek water,NA,2002-07-07,NA,do % sat,1899-12-31T12:27:00Z,average,TRUE,NA,81.53,% sat,SBCK,NA
GVWAT2,creek water,NA,2002-07-07,NA,ph,1899-12-31T12:27:00Z,average,TRUE,NA,7.7,ph,SBCK,NA
GVWAT2,creek water,NA,2002-07-07,NA,temp,1899-12-31T12:27:00Z,average,TRUE,NA,21.07,deg c,SBCK,NA
GVWAT2,creek water,NA,2002-07-07,NA,temp,1899-12-31T12:27:00Z,average,TRUE,NA,21.1,deg c,SBCK,NA
GVWAT2,creek water,NA,2002-07-07,NA,turb,1899-12-31T12:27:00Z,average,TRUE,NA,2.55,ntu,SBCK,NA
GVWAT2,creek water,NA,2002-08-04,NA,conductivity,1899-12-31T12:25:00Z,average,TRUE,NA,1987,us,SBCK,NA
GVWAT2,creek water,NA,2002-08-04,NA,do,1899-12-31T12:25:00Z,average,TRUE,NA,9.46,mg/l ppm,SBCK,NA
GVWAT2,creek water,NA,2002-08-04,NA,do % sat,1899-12-31T12:25:00Z,average,TRUE,NA,106,% sat,SBCK,NA
GVWAT2,creek water,NA,2002-08-04,NA,ph,1899-12-31T12:25:00Z,average,TRUE,NA,7.9,ph,SBCK,NA
GVWAT2,creek water,NA,2002-08-04,NA,temp,1899-12-31T12:25:00Z,average,TRUE,NA,20.4,deg c,SBCK,NA
GVWAT2,creek water,NA,2002-08-04,NA,temp,1899-12-31T12:25:00Z,average,TRUE,NA,20.6,deg c,SBCK,NA
GVWAT2,creek water,NA,2002-08-04,NA,turb,1899-12-31T12:25:00Z,average,TRUE,NA,1.51,ntu,SBCK,NA
GVWAT2,creek water,NA,2002-09-08,NA,conductivity,1899-12-31T11:33:00Z,average,TRUE,NA,2610,us,SBCK,NA
GVWAT2,creek water,NA,2002-09-08,NA,do,1899-12-31T11:33:00Z,average,TRUE,NA,7.55,mg/l ppm,SBCK,NA
GVWAT2,creek water,NA,2002-09-08,NA,do % sat,1899-12-31T11:33:00Z,average,TRUE,NA,82,% sat,SBCK,NA
GVWAT2,creek water,NA,2002-09-08,NA,ph,1899-12-31T11:33:00Z,average,TRUE,NA,8.1,ph,SBCK,NA
GVWAT2,creek water,NA,2002-09-08,NA,temp,1899-12-31T11:33:00Z,average,TRUE,NA,19.5,deg c,SBCK,NA
GVWAT2,creek water,NA,2002-09-08,NA,temp,1899-12-31T11:33:00Z,average,TRUE,NA,19.6,deg c,SBCK,NA
GVWAT2,creek water,NA,2002-09-08,NA,turb,1899-12-31T11:33:00Z,average,TRUE,NA,1.08,ntu,SBCK,NA
GVWAT2,creek water,NA,2002-10-06,NA,conductivity,1899-12-31T11:41:00Z,average,TRUE,NA,2400,us,SBCK,NA
GVWAT2,creek water,NA,2002-10-06,NA,do,1899-12-31T11:41:00Z,average,TRUE,NA,8.12,mg/l ppm,SBCK,NA
GVWAT2,creek water,NA,2002-10-06,NA,do % sat,1899-12-31T11:41:00Z,average,TRUE,NA,84.2,% sat,SBCK,NA
GVWAT2,creek water,NA,2002-10-06,NA,ph,1899-12-31T11:41:00Z,average,TRUE,NA,7.6,ph,SBCK,NA
GVWAT2,creek water,NA,2002-10-06,NA,temp,1899-12-31T11:41:00Z,average,TRUE,NA,16.8,deg c,SBCK,NA
GVWAT2,creek water,NA,2002-10-06,NA,temp,1899-12-31T11:41:00Z,average,TRUE,NA,17.8,deg c,SBCK,NA
GVWAT2,creek water,NA,2002-10-06,NA,turb,1899-12-31T11:41:00Z,average,TRUE,NA,0.48,ntu,SBCK,NA
GVWAT2,creek water,NA,2002-11-03,NA,conductivity,1899-12-31T11:30:00Z,average,TRUE,NA,2450,us,SBCK,NA
GVWAT2,creek water,NA,2002-11-03,NA,do,1899-12-31T11:30:00Z,average,TRUE,NA,5.55,mg/l ppm,SBCK,NA
GVWAT2,creek water,NA,2002-11-03,NA,do % sat,1899-12-31T11:30:00Z,average,TRUE,NA,52.7,% sat,SBCK,NA
GVWAT2,creek water,NA,2002-11-03,NA,ph,1899-12-31T11:30:00Z,average,TRUE,NA,7.9,ph,SBCK,NA
GVWAT2,creek water,NA,2002-11-03,NA,temp,1899-12-31T11:30:00Z,average,TRUE,NA,12.9,deg c,SBCK,NA
GVWAT2,creek water,NA,2002-11-03,NA,temp,1899-12-31T11:30:00Z,average,TRUE,NA,13.5,deg c,SBCK,NA
GVWAT2,creek water,NA,2002-11-03,NA,turb,1899-12-31T11:30:00Z,average,TRUE,NA,1.14,ntu,SBCK,NA
GVWAT2,creek water,NA,2002-12-08,NA,conductivity,1899-12-31T11:42:00Z,average,TRUE,NA,2160,us,SBCK,NA
GVWAT2,creek water,NA,2002-12-08,NA,do,1899-12-31T11:42:00Z,average,TRUE,NA,12.25,mg/l ppm,SBCK,NA
GVWAT2,creek water,NA,2002-12-08,NA,do % sat,1899-12-31T11:42:00Z,average,TRUE,NA,115.1,% sat,SBCK,NA
GVWAT2,creek water,NA,2002-12-08,NA,ph,1899-12-31T11:42:00Z,average,TRUE,NA,8.1,ph,SBCK,NA
GVWAT2,creek water,NA,2002-12-08,NA,temp,1899-12-31T11:42:00Z,average,TRUE,NA,12.4,deg c,SBCK,NA
GVWAT2,creek water,NA,2002-12-08,NA,temp,1899-12-31T11:42:00Z,average,TRUE,NA,12.6,deg c,SBCK,NA
GVWAT2,creek water,NA,2002-12-08,NA,turb,1899-12-31T11:42:00Z,average,TRUE,NA,1.1,ntu,SBCK,NA
GVWAT2,creek water,NA,2003-01-12,NA,do,1899-12-31T12:30:00Z,average,TRUE,NA,10.97,mg/l ppm,SBCK,NA
GVWAT2,creek water,NA,2003-01-12,NA,do % sat,1899-12-31T12:30:00Z,average,TRUE,NA,102.2,% sat,SBCK,NA
GVWAT2,creek water,NA,2003-01-12,NA,ph,1899-12-31T12:30:00Z,average,TRUE,NA,7.9,ph,SBCK,NA
GVWAT2,creek water,NA,2003-01-12,NA,temp,1899-12-31T12:30:00Z,average,TRUE,NA,11.5,deg c,SBCK,NA
GVWAT2,creek water,NA,2003-01-12,NA,temp,1899-12-31T12:30:00Z,average,TRUE,NA,12.2,deg c,SBCK,NA
GVWAT2,creek water,NA,2003-01-12,NA,turb,1899-12-31T12:30:00Z,average,TRUE,NA,2.5,ntu,SBCK,NA
GVWAT2,creek water,NA,2003-02-02,NA,conductivity,1899-12-31T11:04:00Z,average,TRUE,NA,2810,us,SBCK,NA
GVWAT2,creek water,NA,2003-02-02,NA,do,1899-12-31T11:04:00Z,average,TRUE,NA,8.6,mg/l ppm,SBCK,NA
GVWAT2,creek water,NA,2003-02-02,NA,do % sat,1899-12-31T11:04:00Z,average,TRUE,NA,81,% sat,SBCK,NA
GVWAT2,creek water,NA,2003-02-02,NA,ph,1899-12-31T11:04:00Z,average,TRUE,NA,8.2,ph,SBCK,NA
GVWAT2,creek water,NA,2003-02-02,NA,temp,1899-12-31T11:04:00Z,average,TRUE,NA,12.3,deg c,SBCK,NA
GVWAT2,creek water,NA,2003-02-02,NA,temp,1899-12-31T11:04:00Z,average,TRUE,NA,13.4,deg c,SBCK,NA
GVWAT2,creek water,NA,2003-02-02,NA,turb,1899-12-31T11:04:00Z,average,TRUE,NA,0.83,ntu,SBCK,NA
GVWAT2,creek water,NA,2003-03-02,NA,do,1899-12-31T11:20:00Z,average,TRUE,NA,10.83,mg/l ppm,SBCK,NA
GVWAT2,creek water,NA,2003-03-02,NA,do % sat,1899-12-31T11:20:00Z,average,TRUE,NA,102.3,% sat,SBCK,NA
GVWAT2,creek water,NA,2003-03-02,NA,ph,1899-12-31T11:20:00Z,average,TRUE,NA,8.1,ph,SBCK,NA
GVWAT2,creek water,NA,2003-03-02,NA,temp,1899-12-31T11:20:00Z,average,TRUE,NA,13,deg c,SBCK,NA
