StationID,SiteName,SampleDate,SampleTime,ParameterCode,Result,Units,Comments,Flagged
GVWAT1,Atascadero @ Ward,2012-06-03,10:45:00,Nitrate,0.46,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2012-06-03,10:45:00,Phosphate,0.05,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2012-07-12,10:45:00,Nitrate,1.53,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2012-07-12,10:45:00,Phosphate,0.07,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2012-08-05,10:45:00,Nitrate,1.09,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2012-09-09,10:45:00,Nitrate,0.67,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2012-10-07,10:45:00,Nitrate,0.63,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2012-10-07,10:45:00,Phosphate,0.16,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2012-11-04,10:45:00,Nitrate,1.19,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2012-11-04,10:45:00,Phosphate,0.1,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2013-02-03,10:45:00,Nitrate,2.47,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2013-02-03,10:45:00,Phosphate,0.35,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2013-03-03,10:45:00,Nitrate,2.7,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2013-03-03,10:45:00,Phosphate,0.3,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2013-04-07,10:45:00,Nitrate,2.59,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2013-04-07,10:45:00,Phosphate,0.42,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2013-06-02,10:45:00,Nitrate,0.35,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2013-06-02,10:45:00,Phosphate,0.55,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2013-09-08,10:45:00,Nitrate,0.39,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2013-09-08,10:45:00,Phosphate,0.67,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2013-11-03,10:45:00,Nitrate,7.99,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2013-11-03,10:45:00,Phosphate,2.29,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2014-02-02,10:45:00,Nitrate,0.94,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2014-02-02,10:45:00,Phosphate,0.42,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2014-04-13,10:45:00,Nitrate,1.01,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2014-04-13,10:45:00,Phosphate,0.6,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2014-07-13,10:45:00,Nitrate,0.28,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2014-07-13,10:45:00,Phosphate,0.78,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2014-10-05,10:45:00,Nitrate,0.06,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2014-10-05,10:45:00,Phosphate,0.97,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-01-11,10:45:00,Nitrate,1.06,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-01-11,10:45:00,Phosphate,0.31,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-02-08,10:45:00,Nitrate,0.74,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-02-08,10:45:00,Phosphate,0.24,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-03-08,10:45:00,Nitrate,1.32,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-03-08,10:45:00,Phosphate,0.25,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-04-12,10:45:00,Nitrate,0.6,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-04-12,10:45:00,Phosphate,0.37,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-05-17,10:45:00,Nitrate,0.76,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-05-17,10:45:00,Phosphate,0.38,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-06-14,10:45:00,Nitrate,0.25,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-06-14,10:45:00,Phosphate,0.33,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-07-12,10:45:00,Nitrate,0.18,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-07-12,10:45:00,Phosphate,0.75,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-08-02,10:45:00,Nitrate,0.21,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-08-02,10:45:00,Phosphate,0.89,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-09-13,10:45:00,Nitrate,0.29,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2015-09-13,10:45:00,Phosphate,1.1,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2016-01-10,10:45:00,Nitrate,0.95,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2016-01-10,10:45:00,Phosphate,0.26,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2016-02-07,10:45:00,Nitrate,0.53,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2016-02-07,10:45:00,Phosphate,0.23,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2016-03-06,10:45:00,Nitrate,0.22,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2016-03-06,10:45:00,Phosphate,0.66,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2016-04-03,10:45:00,Nitrate,0.78,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2016-04-03,10:45:00,Phosphate,0.31,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2016-05-15,10:45:00,Nitrate,0.14,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2016-05-15,10:45:00,Phosphate,0.81,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2016-06-05,10:45:00,Nitrate,0.01,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2016-06-05,10:45:00,Phosphate,0.94,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2016-07-10,10:45:00,Nitrate,0.01,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2016-07-10,10:45:00,Phosphate,0.77,mg/L,Delayed Sample Analysis,NA
GVWAT1,Atascadero @ Ward,2016-08-07,11:12:00,Nitrate,0,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2016-09-11,10:22:00,Nitrate,0,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2016-10-09,10:45:00,Nitrate,0,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2016-11-06,10:22:00,Nitrate,0,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2016-12-04,10:25:00,Nitrate,0.44,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2017-04-02,10:25:00,Nitrate,2.39,mg/L,Rain,NA
GVWAT1,Atascadero @ Ward,2017-05-07,11:00:00,Nitrate,1.71,mg/L,Rain,NA
GVWAT1,Atascadero @ Ward,2017-06-04,10:25:00,Nitrate,1.2,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2017-07-09,10:25:00,Nitrate,1.37,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2017-08-30,12:03:00,Nitrate,2.66,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2017-09-10,11:25:00,Nitrate,2.4,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2017-10-01,11:15:00,Nitrate,1.53,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2017-11-05,11:05:00,Nitrate,3.12,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2017-12-03,10:30:00,Nitrate,2.33,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2018-01-07,10:25:00,Nitrate,6.1,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2018-02-04,10:25:00,Nitrate,2.23,mg/L,NA,NA
GVWAT1,Atascadero @ Ward,2018-03-04,10:25:00,Nitrate,2.63,mg/L,Recent Rain,NA
GVWAT2,Atascadero @ Patterson,2000-10-23,NA,Nitrate,0.15,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2000-10-23,NA,Phosphate,0,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2000-10-26,NA,Nitrate,5.54,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2000-10-26,NA,Phosphate,1.34,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2000-11-29,NA,Nitrate,1.07,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2000-11-29,NA,Phosphate,0.14,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2000-12-12,NA,Nitrate,0.32,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2000-12-12,NA,Phosphate,0.23,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2001-01-01,NA,Nitrate,0.21,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2001-01-01,NA,Phosphate,0.19,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson (N-side),2001-01-08,NA,Nitrate,3.16,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson (S-side),2001-01-08,NA,Nitrate,1.35,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson (N-side),2001-01-08,NA,Phosphate,0.67,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson (S-side),2001-01-08,NA,Phosphate,0.4,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2001-01-10,NA,Nitrate,0.73,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2001-01-10,NA,Phosphate,0.37,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2001-01-11,NA,Nitrate,2.52,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2001-01-11,NA,Phosphate,0.6,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2001-01-26,07:40:00,Nitrate,1.1,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2001-01-26,07:40:00,Phosphate,0.24,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2001-02-04,14:20:00,Nitrate,1.32,mg/L,"mixed sample, 1/2 and 1/2, staff gauge = 1.58",NA
GVWAT2,Atascadero @ Patterson,2001-02-04,14:20:00,Phosphate,0.29,mg/L,"mixed sample, 1/2 and 1/2, staff gauge = 1.58",Pflag
GVWAT2,Atascadero @ Patterson,2001-02-11,20:15:00,Nitrate,0.56,mg/L,"mixed bucket sample, flow had been 2-3' higher during the day",NA
GVWAT2,Atascadero @ Patterson,2001-02-11,20:15:00,Phosphate,0.3,mg/L,"mixed bucket sample, flow had been 2-3' higher during the day",Pflag
GVWAT2,Atascadero @ Patterson,2001-02-13,16:15:00,Nitrate,0.87,mg/L,"the 2 flows about equal, sampled half and half",NA
GVWAT2,Atascadero @ Patterson,2001-02-13,16:15:00,Phosphate,0.26,mg/L,"the 2 flows about equal, sampled half and half",Pflag
GVWAT2,Atascadero @ Patterson,2001-02-18,12:15:00,Nitrate,1.32,mg/L,"sampled separately, flow low (stage 1.89) and relatively clear -- sediment higher than Ygnacia",NA
GVWAT2,Atascadero @ Patterson,2001-02-18,12:15:00,Phosphate,0.24,mg/L,"sampled separately, flow low (stage 1.89) and relatively clear -- sediment higher than Ygnacia",Pflag
GVWAT2,Atascadero @ Patterson,2001-02-24,09:30:00,Nitrate,0.59,mg/L,low and clear,NA
GVWAT2,Atascadero @ Patterson,2001-02-24,18:45:00,Nitrate,0.75,mg/L,level down a little,NA
GVWAT2,Atascadero @ Patterson,2001-02-24,13:50:00,Nitrate,0.7,mg/L,"flow is up, extending full length of weir, light sediment",NA
GVWAT2,Atascadero @ Patterson,2001-02-24,13:50:00,Phosphate,0.35,mg/L,"flow is up, extending full length of weir, light sediment",Pflag
GVWAT2,Atascadero @ Patterson,2001-02-24,18:45:00,Phosphate,0.28,mg/L,level down a little,Pflag
GVWAT2,Atascadero @ Patterson,2001-02-24,09:30:00,Phosphate,0.09,mg/L,low and clear,Pflag
GVWAT2,Atascadero @ Patterson,2001-02-25,08:40:00,Nitrate,0.5,mg/L,"flow low, looks the same as yesterday, S-2.5",NA
GVWAT2,Atascadero @ Patterson,2001-02-25,08:40:00,Phosphate,0.19,mg/L,"flow low, looks the same as yesterday, S-2.5",Pflag
GVWAT2,Atascadero @ Patterson,2001-04-29,13:50:00,Nitrate,0.32,mg/L,"S-1, stage 1.74, flow has noticeably increased over AT06",NA
GVWAT2,Atascadero @ Patterson,2001-04-29,13:50:00,Phosphate,0.05,mg/L,"S-1, stage 1.74, flow has noticeably increased over AT06",Pflag
GVWAT2,Atascadero @ Patterson,2001-11-11,10:00:00,Nitrate,1.36,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2001-11-11,16:45:00,Nitrate,1.09,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2001-11-11,02:45:00,Nitrate,0.44,mg/L,AT03+MY02,NA
GVWAT2,Atascadero @ Patterson,2001-11-11,02:45:00,Phosphate,0.48,mg/L,AT03+MY02,Pflag
GVWAT2,Atascadero @ Patterson,2001-11-11,16:45:00,Phosphate,0.36,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2001-11-11,10:00:00,Phosphate,0.37,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2001-11-12,11:00:00,Nitrate,0.87,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2001-11-12,13:40:00,Nitrate,0.81,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2001-11-12,11:00:00,Phosphate,0.57,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2001-11-12,13:40:00,Phosphate,0.33,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2002-06-02,09:00:00,Nitrate,0.32,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2002-06-02,09:00:00,Phosphate,0.31,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2002-07-07,11:10:00,Nitrate,1.4,mg/L,nominal time,NA
GVWAT2,Atascadero @ Patterson,2002-07-07,11:10:00,Phosphate,0.17,mg/L,nominal time,Pflag
GVWAT2,Atascadero @ Patterson,2002-08-04,12:20:00,Nitrate,3.65,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2002-08-04,12:20:00,Phosphate,0.63,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2002-09-08,11:45:00,Nitrate,13.88,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2002-09-08,11:45:00,Phosphate,3.2,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2002-10-06,11:00:00,Nitrate,0.07,mg/L,USGS gauge 1.43' stage,NA
GVWAT2,Atascadero @ Patterson,2002-10-06,11:00:00,Phosphate,0.05,mg/L,USGS gauge 1.43' stage,NA
GVWAT2,Atascadero @ Patterson,2002-11-03,11:30:00,Nitrate,2,mg/L,"DOC sample, S-1, stage 1.48 (0.10 cfs)",NA
GVWAT2,Atascadero @ Patterson,2002-11-03,11:30:00,Phosphate,0.5,mg/L,"DOC sample, S-1, stage 1.48 (0.10 cfs)",Pflag
GVWAT2,Atascadero @ Patterson,2002-12-08,11:00:00,Nitrate,0.44,mg/L,"S-1, stage 1.52 (0.23 cfs), duckweed gone, flow up",NA
GVWAT2,Atascadero @ Patterson,2002-12-08,11:00:00,Phosphate,0.32,mg/L,"S-1, stage 1.52 (0.23 cfs), duckweed gone, flow up",Pflag
GVWAT2,Atascadero @ Patterson,2003-01-12,11:25:00,Nitrate,0,mg/L,"Channel Keeper GSW-AT2, S-1, stage 1.62'",NA
GVWAT2,Atascadero @ Patterson,2003-01-12,11:25:00,Phosphate,0.08,mg/L,"Channel Keeper GSW-AT2, S-1, stage 1.62'",NA
GVWAT2,Atascadero @ Patterson,2003-02-02,11:05:00,Nitrate,1.61,mg/L,"S-1, greenish yellow cast to water (algae?), stage 1.54' (0.33 cfs-USGS)",NA
GVWAT2,Atascadero @ Patterson,2003-02-02,11:05:00,Phosphate,0.51,mg/L,"S-1, greenish yellow cast to water (algae?), stage 1.54' (0.33 cfs-USGS)",Pflag
GVWAT2,Atascadero @ Patterson,2003-03-02,11:20:00,Nitrate,1.63,mg/L,"S-1, stage 1.54 (USGS flow = 1.53,' 0.28 cfs), algae covering rocks",NA
GVWAT2,Atascadero @ Patterson,2003-03-02,11:20:00,Phosphate,0.42,mg/L,"S-1, stage 1.54 (USGS flow = 1.53,' 0.28 cfs), algae covering rocks",Pflag
GVWAT2,Atascadero @ Patterson,2003-04-06,11:10:00,Nitrate,1.99,mg/L,"S-1, 1977 µS, 14° C, stage: 1.57",NA
GVWAT2,Atascadero @ Patterson,2003-04-06,11:10:00,Phosphate,0.58,mg/L,"S-1, 1977 µS, 14° C, stage: 1.57",Pflag
GVWAT2,Atascadero @ Patterson,2003-05-04,11:25:00,Nitrate,0.18,mg/L,"S-2.5, 678 µS, 16.5° C, stage: 1.88 (8.3 cfs, USGS gauge)",NA
GVWAT2,Atascadero @ Patterson,2003-05-04,11:25:00,Phosphate,0.18,mg/L,"S-2.5, 678 µS, 16.5° C, stage: 1.88 (8.3 cfs, USGS gauge)",Pflag
GVWAT2,Atascadero @ Patterson,2003-05-17,10:34:00,Nitrate,2.51,mg/L,"stage 1.52,  std. cond. 1448 µS",NA
GVWAT2,Atascadero @ Patterson,2003-05-17,10:41:00,Nitrate,2.76,mg/L,duplicate,NA
GVWAT2,Atascadero @ Patterson,2003-05-17,10:34:00,Phosphate,0.74,mg/L,"stage 1.52,  std. cond. 1448 µS",Pflag
GVWAT2,Atascadero @ Patterson,2003-05-17,10:41:00,Phosphate,0.8,mg/L,duplicate,Pflag
GVWAT2,Atascadero @ Patterson,2003-06-08,11:18:00,Nitrate,0.9,mg/L,"S-1, std. cond. 2788 µS",NA
GVWAT2,Atascadero @ Patterson,2003-06-08,11:18:00,Phosphate,0.51,mg/L,"S-1, std. cond. 2788 µS",Pflag
GVWAT2,Atascadero @ Patterson,2003-07-13,11:34:00,Nitrate,4.5,mg/L,"S-1, std. cond. 2558 µS",NA
GVWAT2,Atascadero @ Patterson,2003-07-13,11:34:00,Phosphate,0.79,mg/L,"S-1, std. cond. 2558 µS",Pflag
GVWAT2,Atascadero @ Patterson,2003-08-03,10:43:00,Nitrate,0,mg/L,"S-1, std. cond. 2899 µS",NA
GVWAT2,Atascadero @ Patterson,2003-08-03,10:43:00,Phosphate,0.24,mg/L,"S-1, std. cond. 2899 µS",NA
GVWAT2,Atascadero @ Patterson,2003-09-07,11:18:00,Nitrate,5.22,mg/L,"S-1, std. cond. 2791 µS",NA
GVWAT2,Atascadero @ Patterson,2003-09-07,11:18:00,Phosphate,0.64,mg/L,"S-1, std. cond. 2791 µS",Pflag
GVWAT2,Atascadero @ Patterson,2003-10-05,11:08:00,Nitrate,0.82,mg/L,"S-1, std. cond. 2587 µS",NA
GVWAT2,Atascadero @ Patterson,2003-10-05,11:08:00,Phosphate,0.91,mg/L,"S-1, std. cond. 2587 µS",Pflag
GVWAT2,Atascadero @ Patterson,2003-11-02,11:11:00,Nitrate,1.66,mg/L,"S-2, std. cond. 939 µS, USGS flow = 0.34",NA
GVWAT2,Atascadero @ Patterson,2003-11-02,11:11:00,Phosphate,0.6,mg/L,"S-2, std. cond. 939 µS, USGS flow = 0.34",Pflag
GVWAT2,Atascadero @ Patterson,2003-12-07,11:11:00,Nitrate,0.96,mg/L,"S-2, std. cond. 2098 µS, duckweed gone, USGS flow = 0.11",NA
GVWAT2,Atascadero @ Patterson,2003-12-07,11:11:00,Phosphate,0.39,mg/L,"S-2, std. cond. 2098 µS, duckweed gone, USGS flow = 0.11",Pflag
GVWAT2,Atascadero @ Patterson,2004-01-11,10:37:00,Nitrate,2.17,mg/L,"S-1, std. cond. 1622 µS, USGS flow = 0.39",NA
GVWAT2,Atascadero @ Patterson,2004-01-11,10:37:00,Phosphate,0.41,mg/L,"S-1, std. cond. 1622 µS, USGS flow = 0.39",Pflag
GVWAT2,Atascadero @ Patterson,2004-02-08,10:41:00,Nitrate,3.43,mg/L,"S-1, std. cond. 1823 µS, USGS flow = 0.31",NA
GVWAT2,Atascadero @ Patterson,2004-02-08,10:41:00,Phosphate,0.63,mg/L,"S-1, std. cond. 1823 µS, USGS flow = 0.31",Pflag
GVWAT2,Atascadero @ Patterson,2004-03-07,10:41:00,Nitrate,2.04,mg/L,"S-1, std. cond. 1856 µS, USGS flow = 0.85",NA
GVWAT2,Atascadero @ Patterson,2004-03-07,10:41:00,Phosphate,0.63,mg/L,"S-1, std. cond. 1856 µS, USGS flow = 0.85",Pflag
GVWAT2,Atascadero @ Patterson,2004-04-04,10:33:00,Nitrate,3.07,mg/L,"S-1, std. cond. 2425 µS, USGS flow = 0.39 cfs, lots of clado",NA
GVWAT2,Atascadero @ Patterson,2004-04-04,10:33:00,Phosphate,0.92,mg/L,"S-1, std. cond. 2425 µS, USGS flow = 0.39 cfs, lots of clado",Pflag
GVWAT2,Atascadero @ Patterson,2004-05-02,10:41:00,Nitrate,2.38,mg/L,"S-1, USGS flow = 0.07 cfs, lots of entromorpha in plunge pool, first time I've seen that",NA
GVWAT2,Atascadero @ Patterson,2004-05-02,10:41:00,Phosphate,0.94,mg/L,"S-1, USGS flow = 0.07 cfs, lots of entromorpha in plunge pool, first time I've seen that",Pflag
GVWAT2,Atascadero @ Patterson,2004-06-06,10:34:00,Nitrate,0.02,mg/L,"S-1, USGS flow = 0.01 cfs, decaying algae in plunge pool mixed w/duckweed",NA
GVWAT2,Atascadero @ Patterson,2004-06-06,10:34:00,Phosphate,0.07,mg/L,"S-1, USGS flow = 0.01 cfs, decaying algae in plunge pool mixed w/duckweed",Pflag
GVWAT2,Atascadero @ Patterson,2004-07-11,11:04:00,Nitrate,0.01,mg/L,"S-1, USGS flow = 0.12 cfs, gauge flow is too high, all duckweed in plunge pool",NA
GVWAT2,Atascadero @ Patterson,2004-07-11,11:04:00,Phosphate,0.06,mg/L,"S-1, USGS flow = 0.12 cfs, gauge flow is too high, all duckweed in plunge pool",NA
GVWAT2,Atascadero @ Patterson,2004-08-08,11:04:00,Nitrate,11.08,mg/L,"S-1, USGS flow = 0.08 cfs, gauge flow is too high, all duckweed in plunge pool",NA
GVWAT2,Atascadero @ Patterson,2004-08-08,11:04:00,Phosphate,3.2,mg/L,"S-1, USGS flow = 0.08 cfs, gauge flow is too high, all duckweed in plunge pool",Pflag
GVWAT2,Atascadero @ Patterson,2004-09-12,11:01:00,Nitrate,0.01,mg/L,"S-1, nominal time, USGS flow = 0.2 cfs, gauge flow is too high -- just a trickle coming out, duckweed with islands of azola in plunge pool",NA
GVWAT2,Atascadero @ Patterson,2004-09-12,11:01:00,Phosphate,0.12,mg/L,"S-1, nominal time, USGS flow = 0.2 cfs, gauge flow is too high -- just a trickle coming out, duckweed with islands of azola in plunge pool",NA
GVWAT2,Atascadero @ Patterson,2004-10-03,11:27:00,Nitrate,0,mg/L,"S-1, nominal time, USGS flow = 0.00 cfs, too low, still a couple of L/min coming out, duckweed with islands of azola in plunge pool",NA
GVWAT2,Atascadero @ Patterson,2004-10-03,11:27:00,Phosphate,0.08,mg/L,"S-1, nominal time, USGS flow = 0.00 cfs, too low, still a couple of L/min coming out, duckweed with islands of azola in plunge pool",NA
GVWAT2,Atascadero @ Patterson,2004-11-07,11:27:00,Nitrate,0.54,mg/L,"S-1, nominal time, USGS flow = 0.46 cfs",NA
GVWAT2,Atascadero @ Patterson,2004-11-07,11:27:00,Phosphate,0.38,mg/L,"S-1, nominal time, USGS flow = 0.46 cfs",Pflag
GVWAT2,Atascadero @ Patterson,2004-12-05,10:57:00,Nitrate,0.18,mg/L,"S-1, nominal time, USGS flow = 0.63 cfs",NA
GVWAT2,Atascadero @ Patterson,2004-12-05,10:57:00,Phosphate,0.39,mg/L,"S-1, nominal time, USGS flow = 0.63 cfs",Pflag
GVWAT2,Atascadero @ Patterson,2005-01-09,10:40:00,Nitrate,1.09,mg/L,"S-6, actual time 11:10, USGS flow = 3250 cfs",NA
GVWAT2,Atascadero @ Patterson,2005-01-09,10:40:00,Phosphate,0.57,mg/L,"S-6, actual time 11:10, USGS flow = 3250 cfs",Pflag
GVWAT2,Atascadero @ Patterson,2005-02-06,10:40:00,Nitrate,0.57,mg/L,"nominal time, USGS flow = 3.8 cfs",NA
GVWAT2,Atascadero @ Patterson,2005-02-06,10:40:00,Phosphate,0.22,mg/L,"nominal time, USGS flow = 3.8 cfs",Pflag
GVWAT2,Atascadero @ Patterson,2005-03-06,11:00:00,Nitrate,1.51,mg/L,"nominal time, USGS flow = 16 cfs",NA
GVWAT2,Atascadero @ Patterson,2005-03-06,11:00:00,Phosphate,0.28,mg/L,"nominal time, USGS flow = 16 cfs",Pflag
GVWAT2,Atascadero @ Patterson,2005-04-03,10:40:00,Nitrate,0.91,mg/L,"nominal time, USGS flow = 7.4 cfs",NA
GVWAT2,Atascadero @ Patterson,2005-04-03,10:40:00,Phosphate,0.34,mg/L,"nominal time, USGS flow = 7.4 cfs",Pflag
GVWAT2,Atascadero @ Patterson,2005-05-08,10:40:00,Nitrate,0.15,mg/L,"nominal time, USGS flow = 4.8 cfs",NA
GVWAT2,Atascadero @ Patterson,2005-05-08,10:40:00,Phosphate,0.24,mg/L,"nominal time, USGS flow = 4.8 cfs",Pflag
GVWAT2,Atascadero @ Patterson,2005-06-05,10:40:00,Nitrate,0,mg/L,"nominal time, USGS flow = 1.2 cfs",NA
GVWAT2,Atascadero @ Patterson,2005-06-05,10:40:00,Phosphate,0.11,mg/L,"nominal time, USGS flow = 1.2 cfs",NA
GVWAT2,Atascadero @ Patterson,2005-07-10,10:40:00,Nitrate,0.03,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2005-07-10,10:40:00,Phosphate,0.05,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2005-08-07,10:40:00,Nitrate,0.04,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2005-08-07,10:40:00,Phosphate,0.06,mg/L,NA,Pflag
GVWAT2,Atascadero @ Patterson,2005-09-11,10:40:00,Nitrate,0.01,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2005-09-11,10:40:00,Phosphate,0.01,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2005-10-02,NA,Nitrate,0.01,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2005-10-02,NA,Phosphate,0.03,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2005-11-06,NA,Nitrate,0.15,mg/L,NA,NA
GVWAT2,Atascadero @ Patterson,2005-11-06,NA,Phosphate,0.32,mg/L,NA,Pflag
